Incident_ID,Year,Country,Category,Fatality_Count,Witness_Reliability,Circumstances
5478,1690,United Kingdom,Absurd Bad Luck,3,0.42,Details regarding the unusual nature of the event.
5479,2005,Russia,Absurd Bad Luck,1,0.3,Details regarding the unusual nature of the event.
5480,1976,Germany,Scientific Experiment,2,0.61,Details regarding the unusual nature of the event.
5481,1999,Germany,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
5482,1524,Egypt,Historical Misconception,1,0.51,Details regarding the unusual nature of the event.
5483,1587,United Kingdom,Absurd Bad Luck,1,0.71,Details regarding the unusual nature of the event.
5484,2023,United Kingdom,Culinary Mishap,3,0.16,Details regarding the unusual nature of the event.
5485,1859,Germany,Absurd Bad Luck,1,0.48,Details regarding the unusual nature of the event.
5486,1871,Brazil,Mechanical Failure,1,0.49,Details regarding the unusual nature of the event.
5487,1950,USA,Scientific Experiment,1,0.44,Details regarding the unusual nature of the event.
5488,1515,Egypt,Absurd Bad Luck,1,0.48,Details regarding the unusual nature of the event.
5489,1728,Brazil,Supernatural Claim,1,0.38,Details regarding the unusual nature of the event.
5490,2004,Germany,Animal Related,50,0.3,Details regarding the unusual nature of the event.
5491,1721,Japan,Historical Misconception,1,0.71,Details regarding the unusual nature of the event.
5492,1776,Japan,Scientific Experiment,1,0.17,Details regarding the unusual nature of the event.
5493,1937,Italy,Historical Misconception,1,0.39,Details regarding the unusual nature of the event.
5494,1545,Egypt,Culinary Mishap,1,0.41,Details regarding the unusual nature of the event.
5495,1783,Australia,Scientific Experiment,1,0.96,Details regarding the unusual nature of the event.
5496,1764,Japan,Absurd Bad Luck,1,0.32,Details regarding the unusual nature of the event.
5497,1550,Egypt,Historical Misconception,1,0.75,Details regarding the unusual nature of the event.
5498,1947,Brazil,Mechanical Failure,1,0.25,Details regarding the unusual nature of the event.
5499,1719,Brazil,Animal Related,1,0.52,Details regarding the unusual nature of the event.
5500,1803,United Kingdom,Historical Misconception,2,0.78,Details regarding the unusual nature of the event.
5501,1756,Russia,Historical Misconception,1,0.41,Details regarding the unusual nature of the event.
5502,1915,Egypt,Scientific Experiment,1,0.33,Details regarding the unusual nature of the event.
5503,1805,Japan,Absurd Bad Luck,1,0.55,Details regarding the unusual nature of the event.
5504,1965,Russia,Historical Misconception,1,0.23,Details regarding the unusual nature of the event.
5505,2000,USA,Absurd Bad Luck,1,0.14,Details regarding the unusual nature of the event.
5506,1554,Egypt,Historical Misconception,1,0.41,Details regarding the unusual nature of the event.
5507,1882,Japan,Mechanical Failure,1,0.84,Details regarding the unusual nature of the event.
5508,1846,Russia,Mechanical Failure,2,0.85,Details regarding the unusual nature of the event.
5509,1824,Japan,Culinary Mishap,1,0.99,Details regarding the unusual nature of the event.
5510,1560,USA,Scientific Experiment,1,0.96,Details regarding the unusual nature of the event.
5511,1853,Japan,Supernatural Claim,1,0.91,Details regarding the unusual nature of the event.
5512,1991,Germany,Absurd Bad Luck,3,0.54,Details regarding the unusual nature of the event.
5513,1889,Japan,Animal Related,1,0.46,Details regarding the unusual nature of the event.
5514,1698,USA,Supernatural Claim,1,0.61,Details regarding the unusual nature of the event.
5515,1600,Italy,Scientific Experiment,1,0.53,Details regarding the unusual nature of the event.
5516,1629,Egypt,Scientific Experiment,1,0.13,Details regarding the unusual nature of the event.
5517,1682,USA,Scientific Experiment,1,0.38,Details regarding the unusual nature of the event.
5518,1977,Russia,Historical Misconception,1,0.88,Details regarding the unusual nature of the event.
5519,1945,Japan,Culinary Mishap,1,0.79,Details regarding the unusual nature of the event.
5520,1801,Egypt,Supernatural Claim,1,0.33,Details regarding the unusual nature of the event.
5521,1845,Australia,Supernatural Claim,1,0.37,Details regarding the unusual nature of the event.
5522,1596,Italy,Culinary Mishap,1,0.35,Details regarding the unusual nature of the event.
5523,1988,Germany,Absurd Bad Luck,1,0.78,Details regarding the unusual nature of the event.
5524,1912,Australia,Mechanical Failure,1,0.38,Details regarding the unusual nature of the event.
5525,1554,Germany,Culinary Mishap,1,0.44,Details regarding the unusual nature of the event.
5526,1989,Italy,Culinary Mishap,1,0.94,Details regarding the unusual nature of the event.
5527,1574,Russia,Animal Related,2,0.19,Details regarding the unusual nature of the event.
5528,1971,Egypt,Animal Related,1,0.86,Details regarding the unusual nature of the event.
5529,1865,Germany,Animal Related,1,0.49,Details regarding the unusual nature of the event.
5530,1917,Brazil,Culinary Mishap,1,0.48,Details regarding the unusual nature of the event.
5531,1695,Russia,Scientific Experiment,1,0.16,Details regarding the unusual nature of the event.
5532,2003,Russia,Culinary Mishap,2,0.71,Details regarding the unusual nature of the event.
5533,1793,Russia,Supernatural Claim,1,0.72,Details regarding the unusual nature of the event.
5534,1637,United Kingdom,Animal Related,1,0.37,Details regarding the unusual nature of the event.
5535,1740,Brazil,Absurd Bad Luck,1,0.8,Details regarding the unusual nature of the event.
5536,1626,Italy,Supernatural Claim,2,0.87,Details regarding the unusual nature of the event.
5537,1837,Brazil,Mechanical Failure,1,0.4,Details regarding the unusual nature of the event.
5538,2000,Italy,Scientific Experiment,1,0.45,Details regarding the unusual nature of the event.
5539,1561,Australia,Mechanical Failure,1,0.91,Details regarding the unusual nature of the event.
5540,1651,USA,Supernatural Claim,2,0.65,Details regarding the unusual nature of the event.
5541,1735,Japan,Historical Misconception,1,0.43,Details regarding the unusual nature of the event.
5542,1616,Australia,Scientific Experiment,1,0.51,Details regarding the unusual nature of the event.
5543,1756,Germany,Mechanical Failure,1,0.28,Details regarding the unusual nature of the event.
5544,1903,Brazil,Mechanical Failure,1,0.66,Details regarding the unusual nature of the event.
5545,1746,Egypt,Mechanical Failure,1,0.75,Details regarding the unusual nature of the event.
5546,2025,Brazil,Supernatural Claim,1,0.94,Details regarding the unusual nature of the event.
5547,1547,Egypt,Supernatural Claim,1,0.46,Details regarding the unusual nature of the event.
5548,1688,United Kingdom,Historical Misconception,1,0.35,Details regarding the unusual nature of the event.
5549,1567,Egypt,Absurd Bad Luck,1,0.37,Details regarding the unusual nature of the event.
5550,1823,Japan,Mechanical Failure,1,0.14,Details regarding the unusual nature of the event.
5551,1669,Brazil,Mechanical Failure,1,0.13,Details regarding the unusual nature of the event.
5552,1607,Australia,Supernatural Claim,2,0.14,Details regarding the unusual nature of the event.
5553,1665,Brazil,Animal Related,1,0.49,Details regarding the unusual nature of the event.
5554,1928,Australia,Historical Misconception,1,0.2,Details regarding the unusual nature of the event.
5555,1727,USA,Supernatural Claim,1,0.39,Details regarding the unusual nature of the event.
5556,1824,USA,Scientific Experiment,1,0.22,Details regarding the unusual nature of the event.
5557,1595,Egypt,Absurd Bad Luck,1,0.15,Details regarding the unusual nature of the event.
5558,1725,Egypt,Animal Related,1,0.64,Details regarding the unusual nature of the event.
5559,1690,Japan,Scientific Experiment,1,0.6,Details regarding the unusual nature of the event.
5560,1657,Germany,Mechanical Failure,1,0.95,Details regarding the unusual nature of the event.
5561,1570,Japan,Animal Related,1,0.8,Details regarding the unusual nature of the event.
5562,1579,United Kingdom,Animal Related,1,0.53,Details regarding the unusual nature of the event.
5563,1792,USA,Scientific Experiment,1,0.41,Details regarding the unusual nature of the event.
5564,1786,USA,Culinary Mishap,1,0.7,Details regarding the unusual nature of the event.
5565,1673,Italy,Culinary Mishap,2,0.43,Details regarding the unusual nature of the event.
5566,1946,USA,Mechanical Failure,1,0.84,Details regarding the unusual nature of the event.
5567,1759,United Kingdom,Supernatural Claim,1,0.56,Details regarding the unusual nature of the event.
5568,1686,Brazil,Absurd Bad Luck,2,0.12,Details regarding the unusual nature of the event.
5569,1571,United Kingdom,Animal Related,1,0.53,Details regarding the unusual nature of the event.
5570,1842,Russia,Historical Misconception,1,0.94,Details regarding the unusual nature of the event.
5571,1821,Germany,Mechanical Failure,1,0.69,Details regarding the unusual nature of the event.
5572,1513,Brazil,Absurd Bad Luck,50,0.79,Details regarding the unusual nature of the event.
5573,1702,Japan,Absurd Bad Luck,2,0.16,Details regarding the unusual nature of the event.
5574,1837,Brazil,Historical Misconception,1,0.73,Details regarding the unusual nature of the event.
5575,1856,Japan,Historical Misconception,1,0.23,Details regarding the unusual nature of the event.
5576,1965,USA,Animal Related,1,0.15,Details regarding the unusual nature of the event.
5577,1712,Egypt,Absurd Bad Luck,1,0.54,Details regarding the unusual nature of the event.
5578,1786,Germany,Scientific Experiment,1,0.88,Details regarding the unusual nature of the event.
5579,1725,Italy,Scientific Experiment,1,0.79,Details regarding the unusual nature of the event.
5580,1604,USA,Supernatural Claim,1,0.79,Details regarding the unusual nature of the event.
5581,1747,Italy,Animal Related,2,0.32,Details regarding the unusual nature of the event.
5582,1672,Egypt,Supernatural Claim,1,0.95,Details regarding the unusual nature of the event.
5583,1877,Brazil,Supernatural Claim,1,0.33,Details regarding the unusual nature of the event.
5584,1872,Egypt,Mechanical Failure,1,0.83,Details regarding the unusual nature of the event.
5585,1781,Russia,Absurd Bad Luck,3,0.4,Details regarding the unusual nature of the event.
5586,1746,Germany,Supernatural Claim,1,0.76,Details regarding the unusual nature of the event.
5587,1696,Russia,Scientific Experiment,1,0.13,Details regarding the unusual nature of the event.
5588,1637,United Kingdom,Historical Misconception,3,0.75,Details regarding the unusual nature of the event.
5589,1874,Brazil,Culinary Mishap,1,0.14,Details regarding the unusual nature of the event.
5590,1827,Brazil,Supernatural Claim,1,0.29,Details regarding the unusual nature of the event.
5591,1618,Italy,Mechanical Failure,1,0.95,Details regarding the unusual nature of the event.
5592,1614,Brazil,Absurd Bad Luck,1,0.9,Details regarding the unusual nature of the event.
5593,1800,Japan,Animal Related,1,0.32,Details regarding the unusual nature of the event.
5594,1505,Italy,Supernatural Claim,10,0.21,Details regarding the unusual nature of the event.
5595,1924,USA,Supernatural Claim,1,0.14,Details regarding the unusual nature of the event.
5596,1587,Germany,Scientific Experiment,1,0.98,Details regarding the unusual nature of the event.
5597,1862,Germany,Supernatural Claim,3,0.53,Details regarding the unusual nature of the event.
5598,1629,Australia,Animal Related,1,0.13,Details regarding the unusual nature of the event.
5599,1891,Germany,Mechanical Failure,1,0.73,Details regarding the unusual nature of the event.
5600,1953,Egypt,Supernatural Claim,1,0.6,Details regarding the unusual nature of the event.
5601,1820,USA,Absurd Bad Luck,1,0.14,Details regarding the unusual nature of the event.
5602,1924,Brazil,Historical Misconception,1,0.27,Details regarding the unusual nature of the event.
5603,1893,Australia,Supernatural Claim,1,0.38,Details regarding the unusual nature of the event.
5604,2012,Australia,Animal Related,1,0.26,Details regarding the unusual nature of the event.
5605,1622,Australia,Absurd Bad Luck,1,0.52,Details regarding the unusual nature of the event.
5606,1650,USA,Supernatural Claim,1,0.72,Details regarding the unusual nature of the event.
5607,1605,Australia,Culinary Mishap,1,0.29,Details regarding the unusual nature of the event.
5608,1576,United Kingdom,Absurd Bad Luck,1,0.4,Details regarding the unusual nature of the event.
5609,1501,Japan,Absurd Bad Luck,1,0.94,Details regarding the unusual nature of the event.
5610,1660,Egypt,Historical Misconception,1,0.68,Details regarding the unusual nature of the event.
5611,1882,USA,Animal Related,1,0.42,Details regarding the unusual nature of the event.
5612,1927,Egypt,Mechanical Failure,1,0.45,Details regarding the unusual nature of the event.
5613,1636,United Kingdom,Culinary Mishap,1,0.53,Details regarding the unusual nature of the event.
5614,1770,Russia,Animal Related,1,0.33,Details regarding the unusual nature of the event.
5615,1979,USA,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
5616,1700,Brazil,Culinary Mishap,1,0.15,Details regarding the unusual nature of the event.
5617,1682,Egypt,Absurd Bad Luck,1,0.45,Details regarding the unusual nature of the event.
5618,1723,Egypt,Historical Misconception,1,0.17,Details regarding the unusual nature of the event.
5619,1734,United Kingdom,Culinary Mishap,1,0.87,Details regarding the unusual nature of the event.
5620,1522,Germany,Scientific Experiment,1,0.47,Details regarding the unusual nature of the event.
5621,1591,Egypt,Scientific Experiment,1,0.34,Details regarding the unusual nature of the event.
5622,2010,Germany,Absurd Bad Luck,1,0.29,Details regarding the unusual nature of the event.
5623,1702,Egypt,Mechanical Failure,1,0.86,Details regarding the unusual nature of the event.
5624,2007,Brazil,Mechanical Failure,1,0.52,Details regarding the unusual nature of the event.
5625,1921,Australia,Culinary Mishap,2,0.7,Details regarding the unusual nature of the event.
5626,1587,USA,Scientific Experiment,1,0.61,Details regarding the unusual nature of the event.
5627,1547,Russia,Absurd Bad Luck,1,0.79,Details regarding the unusual nature of the event.
5628,1990,Russia,Scientific Experiment,50,0.18,Details regarding the unusual nature of the event.
5629,1549,Egypt,Supernatural Claim,1,0.88,Details regarding the unusual nature of the event.
5630,1803,Australia,Mechanical Failure,1,0.49,Details regarding the unusual nature of the event.
5631,1906,United Kingdom,Culinary Mishap,3,0.2,Details regarding the unusual nature of the event.
5632,1581,Russia,Absurd Bad Luck,1,0.12,Details regarding the unusual nature of the event.
5633,1790,Italy,Absurd Bad Luck,1,0.36,Details regarding the unusual nature of the event.
5634,1851,Brazil,Supernatural Claim,1,0.41,Details regarding the unusual nature of the event.
5635,2001,Germany,Mechanical Failure,1,0.68,Details regarding the unusual nature of the event.
5636,1734,USA,Mechanical Failure,1,0.16,Details regarding the unusual nature of the event.
5637,1501,USA,Scientific Experiment,1,0.61,Details regarding the unusual nature of the event.
5638,1833,Germany,Mechanical Failure,3,0.47,Details regarding the unusual nature of the event.
5639,1913,Australia,Absurd Bad Luck,1,0.96,Details regarding the unusual nature of the event.
5640,1995,Italy,Culinary Mishap,1,0.86,Details regarding the unusual nature of the event.
5641,1873,Italy,Historical Misconception,1,0.46,Details regarding the unusual nature of the event.
5642,1634,Australia,Mechanical Failure,1,0.49,Details regarding the unusual nature of the event.
5643,1716,Brazil,Mechanical Failure,1,0.26,Details regarding the unusual nature of the event.
5644,1627,USA,Mechanical Failure,1,0.8,Details regarding the unusual nature of the event.
5645,1969,Italy,Mechanical Failure,1,0.79,Details regarding the unusual nature of the event.
5646,1557,Italy,Culinary Mishap,1,0.7,Details regarding the unusual nature of the event.
5647,1563,Egypt,Absurd Bad Luck,1,0.11,Details regarding the unusual nature of the event.
5648,1631,Italy,Absurd Bad Luck,1,0.64,Details regarding the unusual nature of the event.
5649,1996,Egypt,Absurd Bad Luck,1,0.56,Details regarding the unusual nature of the event.
5650,1944,United Kingdom,Scientific Experiment,1,0.59,Details regarding the unusual nature of the event.
5651,1509,USA,Culinary Mishap,1,0.22,Details regarding the unusual nature of the event.
5652,1893,United Kingdom,Culinary Mishap,1,0.38,Details regarding the unusual nature of the event.
5653,1850,Germany,Supernatural Claim,3,0.97,Details regarding the unusual nature of the event.
5654,1621,Brazil,Animal Related,2,0.52,Details regarding the unusual nature of the event.
5655,1797,Germany,Historical Misconception,1,0.37,Details regarding the unusual nature of the event.
5656,1698,Australia,Mechanical Failure,1,0.84,Details regarding the unusual nature of the event.
5657,1930,USA,Animal Related,1,0.46,Details regarding the unusual nature of the event.
5658,1842,Australia,Culinary Mishap,1,0.59,Details regarding the unusual nature of the event.
5659,1927,Russia,Absurd Bad Luck,1,0.29,Details regarding the unusual nature of the event.
5660,1793,Russia,Animal Related,1,0.95,Details regarding the unusual nature of the event.
5661,1587,Germany,Culinary Mishap,1,0.34,Details regarding the unusual nature of the event.
5662,1578,Germany,Culinary Mishap,1,0.74,Details regarding the unusual nature of the event.
5663,1988,United Kingdom,Animal Related,1,0.43,Details regarding the unusual nature of the event.
5664,1676,Russia,Absurd Bad Luck,1,0.75,Details regarding the unusual nature of the event.
5665,1855,Japan,Mechanical Failure,1,0.7,Details regarding the unusual nature of the event.
5666,1943,Brazil,Absurd Bad Luck,1,0.14,Details regarding the unusual nature of the event.
5667,1532,Italy,Animal Related,1,0.95,Details regarding the unusual nature of the event.
5668,1902,United Kingdom,Scientific Experiment,1,0.95,Details regarding the unusual nature of the event.
5669,1910,Russia,Animal Related,1,0.61,Details regarding the unusual nature of the event.
5670,1762,Russia,Scientific Experiment,10,0.9,Details regarding the unusual nature of the event.
5671,1603,Russia,Absurd Bad Luck,50,0.21,Details regarding the unusual nature of the event.
5672,1574,USA,Supernatural Claim,1,0.96,Details regarding the unusual nature of the event.
5673,1538,United Kingdom,Animal Related,1,0.91,Details regarding the unusual nature of the event.
5674,1555,Germany,Historical Misconception,1,0.7,Details regarding the unusual nature of the event.
5675,1891,Egypt,Culinary Mishap,3,0.29,Details regarding the unusual nature of the event.
5676,1517,United Kingdom,Historical Misconception,1,0.24,Details regarding the unusual nature of the event.
5677,1676,Russia,Mechanical Failure,1,0.58,Details regarding the unusual nature of the event.
5678,1778,Germany,Culinary Mishap,2,0.72,Details regarding the unusual nature of the event.
5679,1705,Italy,Culinary Mishap,1,0.39,Details regarding the unusual nature of the event.
5680,1630,Egypt,Culinary Mishap,1,0.9,Details regarding the unusual nature of the event.
5681,1937,Japan,Scientific Experiment,1,0.8,Details regarding the unusual nature of the event.
5682,1948,Japan,Mechanical Failure,10,0.96,Details regarding the unusual nature of the event.
5683,1651,Egypt,Supernatural Claim,3,0.35,Details regarding the unusual nature of the event.
5684,1871,USA,Animal Related,1,0.74,Details regarding the unusual nature of the event.
5685,1991,Egypt,Absurd Bad Luck,1,0.6,Details regarding the unusual nature of the event.
5686,1918,Japan,Animal Related,50,0.72,Details regarding the unusual nature of the event.
5687,1974,United Kingdom,Absurd Bad Luck,1,0.68,Details regarding the unusual nature of the event.
5688,1961,Italy,Culinary Mishap,2,0.55,Details regarding the unusual nature of the event.
5689,1746,Japan,Culinary Mishap,1,0.43,Details regarding the unusual nature of the event.
5690,1734,Germany,Culinary Mishap,1,0.97,Details regarding the unusual nature of the event.
5691,1824,Australia,Historical Misconception,1,0.22,Details regarding the unusual nature of the event.
5692,1895,Russia,Scientific Experiment,1,0.62,Details regarding the unusual nature of the event.
5693,1557,Germany,Culinary Mishap,1,0.85,Details regarding the unusual nature of the event.
5694,1528,Italy,Scientific Experiment,2,0.55,Details regarding the unusual nature of the event.
5695,2015,USA,Supernatural Claim,2,0.37,Details regarding the unusual nature of the event.
5696,1879,Japan,Historical Misconception,1,0.71,Details regarding the unusual nature of the event.
5697,1794,Italy,Culinary Mishap,1,0.56,Details regarding the unusual nature of the event.
5698,1763,Brazil,Historical Misconception,1,0.43,Details regarding the unusual nature of the event.
5699,1906,USA,Historical Misconception,2,0.37,Details regarding the unusual nature of the event.
5700,1503,Australia,Supernatural Claim,1,0.71,Details regarding the unusual nature of the event.
5701,1865,Japan,Animal Related,1,0.71,Details regarding the unusual nature of the event.
5702,1961,Germany,Scientific Experiment,1,0.63,Details regarding the unusual nature of the event.
5703,1507,Australia,Scientific Experiment,1,0.39,Details regarding the unusual nature of the event.
5704,1754,USA,Mechanical Failure,2,0.55,Details regarding the unusual nature of the event.
5705,1985,Germany,Mechanical Failure,1,0.88,Details regarding the unusual nature of the event.
5706,1786,United Kingdom,Historical Misconception,1,0.97,Details regarding the unusual nature of the event.
5707,1704,Japan,Scientific Experiment,1,0.84,Details regarding the unusual nature of the event.
5708,2017,Egypt,Animal Related,2,0.41,Details regarding the unusual nature of the event.
5709,1588,United Kingdom,Absurd Bad Luck,1,0.34,Details regarding the unusual nature of the event.
5710,1897,Australia,Mechanical Failure,1,0.28,Details regarding the unusual nature of the event.
5711,1795,Egypt,Culinary Mishap,1,0.7,Details regarding the unusual nature of the event.
5712,1921,Egypt,Supernatural Claim,1,0.53,Details regarding the unusual nature of the event.
5713,1892,USA,Culinary Mishap,1,0.66,Details regarding the unusual nature of the event.
5714,1967,USA,Absurd Bad Luck,1,0.88,Details regarding the unusual nature of the event.
5715,1582,USA,Absurd Bad Luck,1,0.25,Details regarding the unusual nature of the event.
5716,1858,United Kingdom,Culinary Mishap,1,0.63,Details regarding the unusual nature of the event.
5717,1686,Brazil,Absurd Bad Luck,1,0.28,Details regarding the unusual nature of the event.
5718,1697,Australia,Animal Related,1,0.58,Details regarding the unusual nature of the event.
5719,1663,USA,Scientific Experiment,1,0.33,Details regarding the unusual nature of the event.
5720,1754,Russia,Animal Related,1,0.82,Details regarding the unusual nature of the event.
5721,1802,Italy,Scientific Experiment,1,0.75,Details regarding the unusual nature of the event.
5722,1977,Russia,Absurd Bad Luck,1,0.62,Details regarding the unusual nature of the event.
5723,1988,Japan,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
5724,1730,Australia,Culinary Mishap,1,0.22,Details regarding the unusual nature of the event.
5725,1682,Egypt,Supernatural Claim,1,0.56,Details regarding the unusual nature of the event.
5726,1749,Italy,Supernatural Claim,1,0.11,Details regarding the unusual nature of the event.
5727,1800,United Kingdom,Supernatural Claim,2,0.42,Details regarding the unusual nature of the event.
5728,1992,United Kingdom,Historical Misconception,1,0.91,Details regarding the unusual nature of the event.
5729,1702,Russia,Scientific Experiment,1,0.47,Details regarding the unusual nature of the event.
5730,1851,Egypt,Absurd Bad Luck,1,0.19,Details regarding the unusual nature of the event.
5731,1516,Egypt,Scientific Experiment,1,0.49,Details regarding the unusual nature of the event.
5732,1705,United Kingdom,Mechanical Failure,1,0.88,Details regarding the unusual nature of the event.
5733,1963,Egypt,Supernatural Claim,1,0.99,Details regarding the unusual nature of the event.
5734,1741,USA,Culinary Mishap,1,0.99,Details regarding the unusual nature of the event.
5735,1984,USA,Culinary Mishap,1,0.23,Details regarding the unusual nature of the event.
5736,1593,Russia,Culinary Mishap,10,0.74,Details regarding the unusual nature of the event.
5737,1588,Germany,Mechanical Failure,1,0.91,Details regarding the unusual nature of the event.
5738,1959,USA,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
5739,1600,Japan,Mechanical Failure,1,0.69,Details regarding the unusual nature of the event.
5740,1967,United Kingdom,Scientific Experiment,1,0.52,Details regarding the unusual nature of the event.
5741,1589,United Kingdom,Culinary Mishap,2,0.74,Details regarding the unusual nature of the event.
5742,1671,Brazil,Supernatural Claim,1,0.59,Details regarding the unusual nature of the event.
5743,1811,United Kingdom,Supernatural Claim,1,0.73,Details regarding the unusual nature of the event.
5744,1833,Australia,Supernatural Claim,3,0.14,Details regarding the unusual nature of the event.
5745,1963,Egypt,Absurd Bad Luck,3,0.99,Details regarding the unusual nature of the event.
5746,1749,Russia,Supernatural Claim,1,0.93,Details regarding the unusual nature of the event.
5747,1876,Brazil,Animal Related,1,0.35,Details regarding the unusual nature of the event.
5748,1660,Germany,Supernatural Claim,1,0.38,Details regarding the unusual nature of the event.
5749,1836,Japan,Culinary Mishap,3,0.62,Details regarding the unusual nature of the event.
5750,1742,Egypt,Historical Misconception,1,0.25,Details regarding the unusual nature of the event.
5751,1917,Russia,Culinary Mishap,1,0.79,Details regarding the unusual nature of the event.
5752,1521,Brazil,Animal Related,1,0.54,Details regarding the unusual nature of the event.
5753,1837,Japan,Absurd Bad Luck,1,0.29,Details regarding the unusual nature of the event.
5754,1610,Brazil,Culinary Mishap,50,0.48,Details regarding the unusual nature of the event.
5755,1787,United Kingdom,Supernatural Claim,1,0.26,Details regarding the unusual nature of the event.
5756,1566,USA,Scientific Experiment,1,0.7,Details regarding the unusual nature of the event.
5757,1766,USA,Absurd Bad Luck,3,0.85,Details regarding the unusual nature of the event.
5758,1580,Russia,Mechanical Failure,1,0.66,Details regarding the unusual nature of the event.
5759,1862,Brazil,Culinary Mishap,1,0.55,Details regarding the unusual nature of the event.
5760,1742,Japan,Culinary Mishap,1,0.76,Details regarding the unusual nature of the event.
5761,1815,Australia,Historical Misconception,1,0.3,Details regarding the unusual nature of the event.
5762,1638,Russia,Supernatural Claim,1,0.77,Details regarding the unusual nature of the event.
5763,1772,Russia,Mechanical Failure,1,0.26,Details regarding the unusual nature of the event.
5764,1678,Italy,Scientific Experiment,50,0.51,Details regarding the unusual nature of the event.
5765,1668,Brazil,Animal Related,1,0.7,Details regarding the unusual nature of the event.
5766,1930,Australia,Culinary Mishap,1,0.46,Details regarding the unusual nature of the event.
5767,1737,Egypt,Historical Misconception,1,0.45,Details regarding the unusual nature of the event.
5768,1604,Egypt,Animal Related,1,0.64,Details regarding the unusual nature of the event.
5769,1671,Japan,Supernatural Claim,1,0.73,Details regarding the unusual nature of the event.
5770,1916,Italy,Mechanical Failure,1,0.6,Details regarding the unusual nature of the event.
5771,1672,Brazil,Culinary Mishap,1,0.95,Details regarding the unusual nature of the event.
5772,1578,United Kingdom,Supernatural Claim,50,0.86,Details regarding the unusual nature of the event.
5773,1738,Australia,Animal Related,1,0.3,Details regarding the unusual nature of the event.
5774,1634,Japan,Culinary Mishap,1,0.4,Details regarding the unusual nature of the event.
5775,1769,Russia,Animal Related,1,0.53,Details regarding the unusual nature of the event.
5776,1612,Italy,Animal Related,50,0.31,Details regarding the unusual nature of the event.
5777,1993,Germany,Absurd Bad Luck,1,0.58,Details regarding the unusual nature of the event.
5778,2012,Egypt,Animal Related,3,0.17,Details regarding the unusual nature of the event.
5779,1871,Italy,Animal Related,2,0.8,Details regarding the unusual nature of the event.
5780,1852,Italy,Supernatural Claim,1,0.41,Details regarding the unusual nature of the event.
5781,1641,United Kingdom,Absurd Bad Luck,1,0.54,Details regarding the unusual nature of the event.
5782,1874,Egypt,Scientific Experiment,1,0.51,Details regarding the unusual nature of the event.
5783,1700,Italy,Historical Misconception,1,0.32,Details regarding the unusual nature of the event.
5784,1652,Russia,Absurd Bad Luck,1,0.85,Details regarding the unusual nature of the event.
5785,1948,USA,Absurd Bad Luck,3,0.13,Details regarding the unusual nature of the event.
5786,1770,Australia,Animal Related,1,0.61,Details regarding the unusual nature of the event.
5787,1649,Brazil,Animal Related,1,0.61,Details regarding the unusual nature of the event.
5788,1947,Italy,Mechanical Failure,3,0.86,Details regarding the unusual nature of the event.
5789,1561,USA,Culinary Mishap,1,0.51,Details regarding the unusual nature of the event.
5790,1523,Brazil,Animal Related,1,0.59,Details regarding the unusual nature of the event.
5791,1643,Egypt,Animal Related,10,0.84,Details regarding the unusual nature of the event.
5792,2012,Egypt,Culinary Mishap,1,0.78,Details regarding the unusual nature of the event.
5793,2007,Australia,Animal Related,1,0.23,Details regarding the unusual nature of the event.
5794,1675,USA,Animal Related,1,0.5,Details regarding the unusual nature of the event.
5795,1893,Germany,Mechanical Failure,1,0.18,Details regarding the unusual nature of the event.
5796,1744,Italy,Historical Misconception,1,0.51,Details regarding the unusual nature of the event.
5797,2022,Germany,Culinary Mishap,1,0.93,Details regarding the unusual nature of the event.
5798,1954,Brazil,Supernatural Claim,2,0.65,Details regarding the unusual nature of the event.
5799,1956,Brazil,Culinary Mishap,1,0.8,Details regarding the unusual nature of the event.
5800,1984,Russia,Mechanical Failure,3,0.68,Details regarding the unusual nature of the event.
5801,2003,Egypt,Mechanical Failure,1,0.98,Details regarding the unusual nature of the event.
5802,1554,Brazil,Scientific Experiment,1,0.98,Details regarding the unusual nature of the event.
5803,1664,Russia,Absurd Bad Luck,2,0.98,Details regarding the unusual nature of the event.
5804,1915,Brazil,Historical Misconception,1,0.8,Details regarding the unusual nature of the event.
5805,1985,USA,Scientific Experiment,1,0.4,Details regarding the unusual nature of the event.
5806,1838,Japan,Animal Related,1,1.0,Details regarding the unusual nature of the event.
5807,1620,Egypt,Historical Misconception,2,0.76,Details regarding the unusual nature of the event.
5808,1746,Italy,Mechanical Failure,1,0.46,Details regarding the unusual nature of the event.
5809,1775,Germany,Animal Related,1,0.91,Details regarding the unusual nature of the event.
5810,1627,Italy,Scientific Experiment,1,0.92,Details regarding the unusual nature of the event.
5811,1895,USA,Animal Related,2,0.63,Details regarding the unusual nature of the event.
5812,1926,Russia,Culinary Mishap,1,0.36,Details regarding the unusual nature of the event.
5813,1583,USA,Supernatural Claim,1,0.4,Details regarding the unusual nature of the event.
5814,1576,Italy,Animal Related,2,0.59,Details regarding the unusual nature of the event.
5815,1593,Brazil,Animal Related,2,0.56,Details regarding the unusual nature of the event.
5816,1821,USA,Mechanical Failure,1,0.61,Details regarding the unusual nature of the event.
